NewsTitle,NewsDate,Region,Province,Department,Link_News
จ.ลำปาง เตรียมรับเปิดเทอม เดินหน้า Kick Off ฉีด Pfizer สร้างเกราะป้องกันแก่เด็กนักเรียน,6/10/2021,ภาคเหนือ,ลำปาง,สำนักงานประชาสัมพันธ์จังหวัดลำปาง,https://thainews.prd.go.th/th/news/detail/TCATG211006220222931
สวีเดนสั่งระงับฉีดวัคซีนโควิด-19ของโมเดอร์นาในกลุ่มคนหนุ่มสาว เนื่องจากกังวลเกี่ยวกับผลข้างเคียงต่อหัวใจ,7/10/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211007111810010
อนามัยโพลเผยกว่า 80% ครู นักเรียน พร้อมแล้วสำหรับการเปิดเรียนในสถานศึกษา แนะใช้ 6 มาตรการหลัก 6 มาตรการเสริม และ 7 มาตรการเข้มเพื่อชะลอการติดและแพร่เชื้อโควิด-19,7/10/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,Radio-สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211007122656067
ผู้ว่าฯ ตรัง ตรวจเยี่ยมการฉีดวัคซีน Pfizer และให้กำลังใจแก่นักเรียน นักศึกษาในพื้นที่จังหวัดตรัง,7/10/2021,ภาคใต้,ตรัง,สำนักงานประชาสัมพันธ์จังหวัดตรัง,https://thainews.prd.go.th/th/news/detail/TCATG211007101806983
ผู้ว่าฯ ตรัง ลงพื้นที่ตรวจเยี่ยมการฉีดวัคซีน Pfizer เข็มแรกให้นักเรียนในพื้นที่จังหวัดตรังพร้อมให้กำลังใจ,7/10/2021,ภาคใต้,ตรัง,สวท.ตรัง,https://thainews.prd.go.th/th/news/detail/TCATG211007103822993
ผู้ว่าฯ ชลบุรี เยี่ยมให้กำลังใจเด็กนักเรียนการฉีดวัคซีน,7/10/2021,ภาคตะวันออก,ชลบุรี,สำนักงานประชาสัมพันธ์จังหวัดชลบุรี,https://thainews.prd.go.th/th/news/detail/TCATG211007110559001
ยะลา เดินหน้าฉีดวัคซีนนักเรียน เตรียมพร้อมก่อนเปิดเทอม,7/10/2021,ภาคใต้,ยะลา,สทท.ยะลา,https://thainews.prd.go.th/th/news/detail/TCATG211007112230016
นักเรียนโรงเรียนเอกชนสอนศาสนาอิสลาม ในเขตเทศบาลนครยะลา ทยอยฉีดวัคซีนไฟเซอร์เข็มแรก,7/10/2021,ภาคใต้,ยะลา,สวท.ยะลา,https://thainews.prd.go.th/th/news/detail/TCATG211007112735028
จังหวัดแม่ฮ่องสอน kick off สร้างเกราะป้องกันด้วยวัคซีน เด็กปลอดภัย เรียนอุ่นใจ ต้อนรับเปิดเทอม,7/10/2021,ภาคเหนือ,แม่ฮ่องสอน,สำนักงานประชาสัมพันธ์จังหวัดแม่ฮ่องสอน,https://thainews.prd.go.th/th/news/detail/TCATG211007115928043
รัฐบาลเร่งนำเข้าวัคซีน พร้อมขยายกลุ่มเป้าหมาย ฉีดให้แก่เด็กอายุ 12 -18 ปี,7/10/2021,ภาคเหนือ,แพร่,สำนักงานประชาสัมพันธ์จังหวัดแพร่,https://thainews.prd.go.th/th/news/detail/TCATG211007115527040
รัฐมนตรีว่าการกระทรวงศึกษาธิการ เตรียมประสาน กระทรวงสาธารณสุข ตรวจ ATK นักเรียนทุกสัปดาห์หลังเปิดภาคเรียนที่ 2 ย้ำ นักเรียนที่ไม่ฉีดวัคซีนก็มาเรียนได้ตามปกติ,7/10/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211007141957124
"จ.แม่ฮ่องสอน Kick Off ฉีดวัคซีน Pfizer แก่นักเรียน เตรียมการเปิดภาคเรียน 2/2564 โดยทั้งจังหวัดมีนักเรียนแจ้งความประสงค์ ประมาณ 12,000 คน",7/10/2021,ภาคเหนือ,แม่ฮ่องสอน,สวท.แม่ฮ่องสอน,https://thainews.prd.go.th/th/news/detail/TCATG211007140653117
"จังหวัดตรัง  ได้รับการจัดสรรวัคซีนไฟเซอร์ให้แก่นักเรียนอายุ 12-18 ปี กลุ่มเป้าหมายในจังหวัดตรัง ครั้งที่ 1 จำนวนทั้งสิ้น 19,860 คน",7/10/2021,ภาคใต้,ตรัง,สวท.ตรัง,https://thainews.prd.go.th/th/news/detail/TCATG211007140242114
จังหวัดภูเก็ตพร้อมฉีดวัคซีนให้เด็กอายุ 12-18 ปี เริ่มรอบแรกวันที่ 8-11 ตุลาคมนี้,7/10/2021,ภาคใต้,ภูเก็ต,สวท.ภูเก็ต,https://thainews.prd.go.th/th/news/detail/TCATG211007150948159
จังหวัดปัตตานี-ฉีดวัคซีนให้กับเด็กนักเรียนวันแรก,7/10/2021,ภาคใต้,ปัตตานี,สำนักงานประชาสัมพันธ์จังหวัดปัตตานี,https://thainews.prd.go.th/th/news/detail/TCATG211007160351192
แม่ฮ่องสอน kick off ฉีดวัคซีน Pfizer ให้นักเรียน สร้างเกราะป้องกันด้วยวัคซีน เด็กปลอดภัย เรียนอุ่นใจ ต้อนรับเปิดเทอม,7/10/2021,ภาคเหนือ,แม่ฮ่องสอน,สำนักงานประชาสัมพันธ์จังหวัดแม่ฮ่องสอน,https://thainews.prd.go.th/th/news/detail/TCATG211007142653132
นครนายก เดินหน้าฉีดวัคซีน เตรียมพร้อมเปิดเทอม,7/10/2021,ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,สำนักงานประชาสัมพันธ์จังหวัดนครนายก,https://thainews.prd.go.th/th/news/detail/TCATG211007150719157
"รองโฆษก ศบค.จังหวัดตรัง เผย วันนี้มีผู้ป่วยที่รักษาหายกลับบ้านได้ จำนวน 86 ราย ทำให้มียอดสะสม 5,155 ราย",7/10/2021,ภาคใต้,ตรัง,สวท.ตรัง,https://thainews.prd.go.th/th/news/detail/TCATG211007154230174
ผลวิจัย ม.อ. ชี้ ฉีดวัคซีนเข้าใต้ผิวหนัง ลดอาการข้างเคียงได้มาก แอสตร้าเซเนก้าได้ประสิทธิภาพใกล้เคียงการฉีดเข้ากล้ามเนื้อ ส่วนไฟเซอร์ได้ประสิทธิภาพสูง แต่น้อยกว่าการฉีดแบบเดิม,7/10/2021,ภาคใต้,สงขลา,สวท.สงขลา,https://thainews.prd.go.th/th/news/detail/TCATG211007162849195
คนฉีดวัคซีนโควิดเข็ม 3 มีเฮ!! ผลวิจัย ม.อ. ชี้ ฉีดเข้าใต้ผิวหนัง ลดอาการข้างเคียงได้มาก  แอสตร้าเซเนก้าได้ประสิทธิภาพใกล้เคียงการฉีดเข้ากล้ามเนื้อ ส่วนไฟเซอร์ได้ประสิทธิภาพสูง แต่น้อยกว่าการฉีดแบบเดิม,7/10/2021,ภาคใต้,สงขลา,สำนักงานประชาสัมพันธ์จังหวัดสงขลา,https://thainews.prd.go.th/th/news/detail/TCATG211007162923197
ส.ปชส.ตราด ประชาสัมพันธ์ รัฐบาลเร่งนำเข้าวัคซีน พร้อมขยายกลุ่มเป้าหมายฉีดให้แก่เด็กอายุ 12 -18 ปี,7/10/2021,ภาคตะวันออก,ตราด,สำนักงานประชาสัมพันธ์จังหวัดตราด,https://thainews.prd.go.th/th/news/detail/TCATG211007175022229
จังหวัดพระนครศรีอยุธยา Kick off ฉีดวัคซีน Pfizer ให้นักเรียน นักศึกษา อายุ 12-18 ปี เป็นวันแรก เพื่อเตรียมการเปิดภาคเรียนแบบ On site อย่างปลอดภัย,7/10/2021,ภาคกลางและปริมณฑล,พระนครศรีอยุธยา,สำนักงานประชาสัมพันธ์จังหวัดพระนครศรีอยุธยา,https://thainews.prd.go.th/th/news/detail/TCATG211007175253230
"จังหวัดตราด เดินหน้าฉีดวัคซีนไฟเซอร์ให้กับนักเรียน ที่ได้รับการจัดสรรมาในล็อตแรก 6,240 โดส ให้แล้วเสร็จภายในวันที่ 11 ตุลาคม นี้",7/10/2021,ภาคตะวันออก,ตราด,สำนักงานประชาสัมพันธ์จังหวัดตราด,https://thainews.prd.go.th/th/news/detail/TCATG211007180007232
เชียงราย  เริ่มแล้วฉีดวัคซีนไฟเซอร์ ให้กับสามเณรนักเรียนโรงเรียนพระปริยัติธรรม  สร้างภูมิคุ้มกันโควิด-19,7/10/2021,ภาคเหนือ,เชียงราย,สวท.เชียงราย,https://thainews.prd.go.th/th/news/detail/TCATG211007194522270
นอภ.อำเภออุทุมพรพิสัย นำหัวหน้าส่วนราชการ ตรวจเยี่ยมให้กำลังใจบุคลากรทางการแพทย์ และผู้เข้ารับการฉีดวัคซีน,7/10/2021,ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,สำนักงานประชาสัมพันธ์จังหวัดศรีสะเกษ,https://thainews.prd.go.th/th/news/detail/TCATG211007191639263
คณะกรรมการโรคติดต่อจังหวัดเพชรบุรี ติดตามการฉีดวัคซีนต้านโควิด-19 ในกลุ่มเด็กนักเรียนอายุตั้งแต่ 12-18 ปี เตรียมความพร้อมการเปิดเรียน ภาคปกติ พร้อมยืนยัน มีวัคซีนเพียงพอ นักเรียนฉีดได้ครบทุกคนตามเป้าหมาย,7/10/2021,ภาคตะวันตก,เพชรบุรี,สำนักงานประชาสัมพันธ์จังหวัดเพชรบุรี,https://thainews.prd.go.th/th/news/detail/TCATG211007183031237
ศรีสะเกษ  เร่งติดตามสถานการณ์โรคติดเชื้อไวรัสโคโรนา 2019(โควิด-19 )ผ่านระบบวิดีทัศน์ทางไกล ระบบ Zoom,7/10/2021,ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,สำนักงานประชาสัมพันธ์จังหวัดศรีสะเกษ,https://thainews.prd.go.th/th/news/detail/TCATG211007201023282
จังหวัดยโสธร ประชุมคณะกรรมการโรคติดต่อจังหวัด ติดตามสถานการณ์โควิด-19 พร้อมติดตามสถานการณ์ผู้ป่วยในโรงพยาบาลสนามเรือนจำจังหวัดยโสธร และการฉีดวัคซีนโควิด-19 ในกลุ่มนักเรียน,7/10/2021,ภาคตะวันออกเฉียงเหนือ,ยโสธร,สำนักงานประชาสัมพันธ์จังหวัดยโสธร,https://thainews.prd.go.th/th/news/detail/TCATG211007203856292
ประชุมคณะกรรมการโรคติดต่อจังหวัดร้อยเอ็ด ครั้งที่ 52/2564,7/10/2021,ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,สำนักงานประชาสัมพันธ์จังหวัดร้อยเอ็ด,https://thainews.prd.go.th/th/news/detail/TCATG211007214145316
จัดฉีดวัคซีนไฟเซอร์ป้องกันโรคโควิด-19 ให้แก่เด็กนักเรียนเข็มแรก ณ โรงพยาบาลลืออำนาจ,7/10/2021,ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,สวท.อำนาจเจริญ,https://thainews.prd.go.th/th/news/detail/TCATG211007223228344
รายงานพิเศษ : ความคืบหน้าของวัคซีนโควิด-19 แต่ละยี่ห้อ (8 ต.ค. 64),8/10/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211007213950314
ปัตตานี ดีเดย์ ฉีด ไฟเซอร์ให้นักเรียนนักศึกษา อายุระหว่าง 12-18 ปี,8/10/2021,ภาคใต้,ปัตตานี,สวท.ปัตตานี,https://thainews.prd.go.th/th/news/detail/TCATG211008085058358
บริษัทไฟเซอร์ร้องขอไปยังสำนักงานอาหารและยาสหรัฐ เพื่อให้การอนุมัติการใช้วัคซีนไฟเซอร์ในเด็กอายุ 5-11 ปี,8/10/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211008054442348
รายงานพิเศษ : สุพรรณบุรี สร้างเกราะป้องกันด้วยวัคซีน เด็กปลอดภัย เรียนอุ่นใจ ต้อนรับเปิดเทอม,8/10/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สวท.สุพรรณบุรี,https://thainews.prd.go.th/th/news/detail/TCATG211008102746420
ปชส.สุราษฎร์ธานี เผยรัฐบาลเร่งนำเข้าวัคซีน พร้อมขยายกลุ่มเป้าหมายฉีดให้แก่เด็กอายุ 12 -18 ปี,8/10/2021,ภาคใต้,สุราษฎร์ธานี,สำนักงานประชาสัมพันธ์จังหวัดสุราษฎร์ธานี,https://thainews.prd.go.th/th/news/detail/TCATG211008092158374
สสจ.แม่ฮ่องสอน เดินหน้าแผนฉีดวัคซีน Pfizer แก่นักเรียนช่วงอายุ 12-18 ปี 2 ระยะ ทั้งเชิงรุกและในสถานบริการสาธารณสุข เตรียมพร้อมการเปิดภาคเรียน,8/10/2021,ภาคเหนือ,แม่ฮ่องสอน,สวท.แม่ฮ่องสอน,https://thainews.prd.go.th/th/news/detail/TCATG211008095442402
ผู้ว่าฯ มุกดาหารตั้งเป้า ชาวมุกดาหารได้รับวัคซีนเกิน 70% ภายในเดือนตุลาคม 2564 นี้ เตรียมพร้อมเปิดเมือง เปิดด่านการค้าชายแดน มุกดาหารแซนด์บ็อก มกราคม 2565,8/10/2021,ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,สำนักงานประชาสัมพันธ์จังหวัดมุกดาหาร,https://thainews.prd.go.th/th/news/detail/TCATG211008093022380
กรมควบคุมโรค ยืนยัน การฉีดวัคซีนไฟเซอร์ให้เด็กปลอดภัย แต่งดออกกำลังกายหลังฉีด 7 วัน,8/10/2021,ภาคกลางและปริมณฑล,สมุทรปราการ,สำนักงานประชาสัมพันธ์จังหวัดสมุทรปราการ,https://thainews.prd.go.th/th/news/detail/TCATG211008094149390
ครม.เห็นชอบจัดซื้อวัคซีนและรับการสนับสนุนเพิ่มเติมจาก 3 ประเทศ,8/10/2021,ภาคกลางและปริมณฑล,สมุทรปราการ,สำนักงานประชาสัมพันธ์จังหวัดสมุทรปราการ,https://thainews.prd.go.th/th/news/detail/TCATG211008094258391
นักศึกษาสายอาชีพ ในพื้นที่ อ.หาดใหญ่ จ.สงขลา เข้ารับการฉีดวัคซีนไฟเซอร์ให้ทันตามแผนเปิดเรียน On-Site พฤศจิกายนนี้ อย่างต่อเนื่อง,8/10/2021,ภาคใต้,สงขลา,สำนักงานประชาสัมพันธ์จังหวัดสงขลา,https://thainews.prd.go.th/th/news/detail/TCATG211008100432414
เดินหน้าฉีดวัคซีนไฟเซอร์ให้นักเรียน อายุ 16-18 ปี ในจังหวัดสกลนคร ก่อนเปิดเทอม,8/10/2021,ภาคตะวันออกเฉียงเหนือ,สกลนคร,สำนักงานประชาสัมพันธ์จังหวัดสกลนคร,https://thainews.prd.go.th/th/news/detail/TCATG211008114002467
ฉีดวัคซีน นักเรียนเพชรบุรี คึกคัก พร้อมชี้ความรู้สึก “อยากเรียนแบบปกติมากกว่า เรียนง่ายกว่า และได้เจอเพื่อน” โดย ผอ.โรงพยาบาลพระจอมเกล้า ฯ ยืนยันความมั่นใจ วัคซีนไฟเซอร์ มีความปลอดภัย และมีเพียงพอ ฉีดได้ครบทุกคน,8/10/2021,ภาคตะวันตก,เพชรบุรี,สำนักงานประชาสัมพันธ์จังหวัดเพชรบุรี,https://thainews.prd.go.th/th/news/detail/TCATG211008113921466
จ.จันทบุรีเร่ง ฉีดไฟเซอร์ให้เด็กนักเรียน,8/10/2021,ภาคตะวันออก,จันทบุรี,สำนักงานประชาสัมพันธ์จังหวัดจันทบุรี,https://thainews.prd.go.th/th/news/detail/TCATG211008131732500
"ศูนย์ฉีดวัคซีน ม.อ. คึกคัก เร่งฉีดวัคซีนให้นักเรียนวันเดียว 1,350 คน",8/10/2021,ภาคใต้,สงขลา,สำนักงานประชาสัมพันธ์จังหวัดสงขลา,https://thainews.prd.go.th/th/news/detail/TCATG211008132128501
จ.กาฬสินธุ์ Kick off รณรงค์สร้างเกราะป้องกันด้วยวัคซีนเด็กปลอดภัย เรียนอุ่นใจ ไร้โควิด-19,8/10/2021,ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,สำนักงานประชาสัมพันธ์จังหวัดกาฬสินธุ์,https://thainews.prd.go.th/th/news/detail/TCATG211008131305497
โควิดยะลา พุ่งไม่หยุด ติดลำดับ 2 ของประเทศ 776 ราย อำเภอเมืองยะลา มากสุดวันเดียวกว่า 300 ราย หลังปูพรมตรวจเชิงรุก ขณะนายกฯห่วงประชาชน ย้ำให้ยึดหลักดูแลตนเองครอบจักรวาล Universal Prevention,8/10/2021,ภาคใต้,ยะลา,สทท.ยะลา,https://thainews.prd.go.th/th/news/detail/TCATG211008134156510
"นักเรียนในอำเภอเบตง 1,200 คน เข้ารับการฉีดวัคซีนไฟเซอร์เข็มแรก พร้อมเผยไม่อยากเรียนออนไลน์อีกแล้ว ขณะที่ พ่อค้าแม่ค้าตลาดสดเบตงเกือบ 300 ราย เข้ารับการตรวจ ATK หลังเกิดคลัสเตอร์ตลาดสดเบตง จนถูกสั่งปิดตลาด 7 วัน",8/10/2021,ภาคใต้,ยะลา,สวท.เบตง จ.ยะลา,https://thainews.prd.go.th/th/news/detail/TCATG211008140220517
นายกเทศมนตรีนครหาดใหญ่ ตรวจเยี่ยมการฉีดวัคซีน Pfizer แก่นักเรียนในเขตเทศบาลนครหาดใหญ่ รองรับภาคเรียนที่ 22564,8/10/2021,ภาคใต้,สงขลา,สำนักงานประชาสัมพันธ์จังหวัดสงขลา,https://thainews.prd.go.th/th/news/detail/TCATG211008155108611
จ.จันทบุรี เร่งฉีดวัคซีนไฟเซอร์ ให้กับเด็กนักเรียน เตรียมความพร้อมเปิดเรียนแบบ on site,8/10/2021,ภาคตะวันออก,จันทบุรี,สวท.จันทบุรี,https://thainews.prd.go.th/th/news/detail/TCATG211008140452518
จังหวัดชุมพร Kick off ฉีดวัคซีนป้องกันโรคโควิด-19 แก่เด็กนักเรียน เตรียมพร้อมเปิดภาคเรียน,8/10/2021,ภาคใต้,ชุมพร,สำนักงานประชาสัมพันธ์จังหวัดชุมพร,https://thainews.prd.go.th/th/news/detail/TCATG211008144555559
"ศูนย์ฉีดวัคซีน ม.อ. คึกคัก เร่งฉีดวัคซีนให้นักเรียนวันเดียว 1,350 คน",8/10/2021,ภาคใต้,สงขลา,สวท.สงขลา,https://thainews.prd.go.th/th/news/detail/TCATG211008153021594
"ผู้ว่าฯ ศรีสะเกษ ติดตามสถานการณ์การระบายน้ำลำน้ำมูล และร่วมให้กำลังการจัดกิจกรรม Kick Off ""สร้างเกาะป้องกันด้วยวัคซีน เด็กปลอดภัย เรียนอุ่นใจ ต้อนรับเปิดเทอม เขตสุขภาพที่ 10”",8/10/2021,ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,สวท.ศรีสะเกษ,https://thainews.prd.go.th/th/news/detail/TCATG211008155133612
สหราชอาณาจักรถอนไทยออกจากบัญชีแดง ประเทศและดินแดนที่มีความเสี่ยงสูงสุดในการเดินทางไปเยือน,8/10/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,Radio-สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211008193503768
นักเรียนโรงเรียนเอกชนสอนศาสนา – วท.อาชีวศึกษาในพื้นที่ จ.ยะลา ตบเท้าเข้ารับการฉีดวัคซีน Pfizer เข็มแรกตลอดสัปดาห์ เป็นไปด้วยความเรียบร้อย,8/10/2021,ภาคใต้,ยะลา,สทท.ยะลา,https://thainews.prd.go.th/th/news/detail/TCATG211008161057635
ผู้ตรวจ ศธ. ตรวจเยี่ยมให้กำลังใจนักเรียนที่เข้ารับวัคซีนที่นครพนม,8/10/2021,ภาคตะวันออกเฉียงเหนือ,นครพนม,สำนักงานประชาสัมพันธ์จังหวัดนครพนม,https://thainews.prd.go.th/th/news/detail/TCATG211008164102662
"จ.ราชบุรีเริ่มฉีดวัคซีนไฟเซอร์ให้เด็กที่ลงทะเบียนฉีดวันแรก 3,000 คน",8/10/2021,ภาคตะวันตก,ราชบุรี,สำนักงานประชาสัมพันธ์จังหวัดราชบุรี,https://thainews.prd.go.th/th/news/detail/TCATG211008162342651
แม่ลาน้อย นำร่องฉีดไฟเซอร์โรงเรียนประจำที่แรก รร.ราชประชานุเคราะห์ 21 ผู้ปกครองแห่วอล์คอินยินยอมให้ลูกฉีด,8/10/2021,ภาคเหนือ,แม่ฮ่องสอน,สวท.แม่สะเรียง จ.แม่ฮ่องสอน,https://thainews.prd.go.th/th/news/detail/TCATG211008164613672
"จ.แม่ฮ่องสอน เร่งฉีดวัคซีนไฟเซอร์ให้นักเรียนอายุ 12- 18 ปี ครอบคลุมทั้ง 7 อำเภอ นักเรียนเป้าหมาย 20,068 คน",8/10/2021,ภาคเหนือ,แม่ฮ่องสอน,สำนักงานประชาสัมพันธ์จังหวัดแม่ฮ่องสอน,https://thainews.prd.go.th/th/news/detail/TCATG211008164823674
อังกฤษถอน 47 ประเทศออกจาก “บัญชีสีแดง” ประเทศอันตราย และผ่อนคลายมาตรการกักตัว,8/10/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211008164413664
จ.กาฬสินธุ์ Kick off รณรงค์สร้างเกราะป้องกันด้วยวัคซีนเด็กปลอดภัย เรียนอุ่นใจ ไร้โควิด-19,8/10/2021,ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,สวท.กาฬสินธุ์,https://thainews.prd.go.th/th/news/detail/TCATG211008164944677
จังหวัดมุกดาหารฉีดวัคซีนไฟเซอร์เป็นปฐมฤกษ์แก่นักเรียนผึ่งแดดวิทยาคาร จำนวน 390 คน,8/10/2021,ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,สวท.มุกดาหาร,https://thainews.prd.go.th/th/news/detail/TCATG211008165513685
สสจ.นครพนม ชวนประชาชนฉีดวัคซีนก่อนเปิดเมือง 1 มกราคม 65 นี้,8/10/2021,ภาคตะวันออกเฉียงเหนือ,นครพนม,สำนักงานประชาสัมพันธ์จังหวัดนครพนม,https://thainews.prd.go.th/th/news/detail/TCATG211008173150696
รองผู้ว่าฯ ปัตตานี ตรวจเยี่ยมการให้บริการฉีดวัคซีนPfizer แก่นักศึกษาวิทยาลัยเทคนิคปัตตานี,8/10/2021,ภาคใต้,ปัตตานี,สวท.ปัตตานี,https://thainews.prd.go.th/th/news/detail/TCATG211008182436728
ผู้ว่าฯศรีสะเกษ ลงพื้นที่ตรวจติดตามสถานการณ์การระบายน้ำลำน้ำมูล ณ เขื่อนราษีไศล และสถานีวัดระดับน้ำ M5,8/10/2021,ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,สำนักงานประชาสัมพันธ์จังหวัดศรีสะเกษ,https://thainews.prd.go.th/th/news/detail/TCATG211008205033781
รัฐบาล ห่วงกระแสติ๊กต็อกทำให้ผู้ปกครองตื่นตระหนก เร่งให้ข้อมูลที่ถูกต้อง,9/10/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,Radio-สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211009114413898
‘นครพนม’ วันนี้ไม่พบป่วยโควิดฯ  ‘แพทย์ใหญ่ปรีดา’ เชิญชวนฉีดวัคซีน ย้ำมีเพียงพอ-ปลอดภัย,9/10/2021,ภาคตะวันออกเฉียงเหนือ,นครพนม,สำนักงานประชาสัมพันธ์จังหวัดนครพนม,https://thainews.prd.go.th/th/news/detail/TCATG211009094015861
นพ.สาธารณสุขจังหวัดเพชรบุรี ยืนยันวัคซีนไฟเซอร์ มีจำนวนเพียงพอสำหรับนักเรียนทุกคนที่มีความประสงค์จะฉีด ภายในสัปดาห์หน้าจะให้ให้ครบ 100 %,9/10/2021,ภาคตะวันตก,เพชรบุรี,สวท.เพชรบุรี,https://thainews.prd.go.th/th/news/detail/TCATG211009103130881
ผู้นำศาสนา ร่วมสร้างภูมิคุ้มกันหมู่ฉีดเข็ม 2 ครบโดส ป้องกันโควิด ภาพรวมฉีดแล้วคลอบคลุมทั้งจังหวัด 58%เร่งเชิงรุก กระตุ้นฉีดวัคซีน,9/10/2021,ภาคใต้,ยะลา,สทท.ยะลา,https://thainews.prd.go.th/th/news/detail/TCATG211009113551889
จังหวัดมุกดาหาร ฉีดวัคซีนไฟเซอร์ ป้องกันโรคโควิด-19 แก่เด็กนักเรียนโรงเรียนวิทยาศาสตร์จุฬาภรณราชวิทยาลัยเตรียมพร้อมก่อนเปิดเทอม,9/10/2021,ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,สวท.มุกดาหาร,https://thainews.prd.go.th/th/news/detail/TCATG211009124035934
"โรงเรียนสภาราชินีจังหวัดตรัง  นำนักเรียนชั้นมัธยมศึกษา กว่า 2,700 คน  มารับการฉีดวัคซีน Pfizer เพื่อเตรียมในการเปิดการเรียนการสอน เฉพาะชั้นมัธยมเป็นอันดับแรก",9/10/2021,ภาคใต้,ตรัง,สำนักงานประชาสัมพันธ์จังหวัดตรัง,https://thainews.prd.go.th/th/news/detail/TCATG211009132208947
นายกเทศมนตรีนครตรังตรวจเยี่ยมการฉีดวัคซีน Pfizer แก่นักเรียนที่เรียนอยู่ในเขตเทศบาลนครตรัง,9/10/2021,ภาคใต้,ตรัง,สำนักงานประชาสัมพันธ์จังหวัดตรัง,https://thainews.prd.go.th/th/news/detail/TCATG211009145030977
จังหวัดตราด ปูพรมฉีดวัคซีนไฟเซอร์ให้กับนักเรียน เตรียมความพร้อมเปิดภาคการศึกษาที่ 2,9/10/2021,ภาคตะวันออก,ตราด,สำนักงานประชาสัมพันธ์จังหวัดตราด,https://thainews.prd.go.th/th/news/detail/TCATG211009145818982
องค์การบริหารส่วนจังหวัดสุพรรณบุรี เปิดห้องประชุมใหญ่ให้บริการฉีดวัคซีนป้องกันโควิด-19,9/10/2021,ภาคกลางและปริมณฑล,สุพรรณบุรี,สวท.สุพรรณบุรี,https://thainews.prd.go.th/th/news/detail/TCATG211009151929987
ศรีสะเกษ  นักเรียนศรีสะเกษเริ่มฉีดตามคิววัคซีนโควิดเข็มแรก,9/10/2021,ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,สำนักงานประชาสัมพันธ์จังหวัดศรีสะเกษ,https://thainews.prd.go.th/th/news/detail/TCATG211009222210083
ผู้ว่าฯ ศรีสะเกษ !! ตรวจเยี่ยมให้กำลังใจนักเรียนฉีดวัคซีนป้องกันโรคโควิด-19,9/10/2021,ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,สำนักงานประชาสัมพันธ์จังหวัดศรีสะเกษ,https://thainews.prd.go.th/th/news/detail/TCATG211009221114077
อำเภอศรีรัตนะ   Kick off  ตามนโยบายคณะกรรมการควบคุมโรคจังหวัดศรีสะเกษ,9/10/2021,ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,สำนักงานประชาสัมพันธ์จังหวัดศรีสะเกษ,https://thainews.prd.go.th/th/news/detail/TCATG211009221709080
ศรีสะเกษ  นักเรียนศรีสะเกษเริ่มฉีดตามคิววัคซีนโควิดเข็มแรก,9/10/2021,ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,สำนักงานประชาสัมพันธ์จังหวัดศรีสะเกษ,https://thainews.prd.go.th/th/news/detail/TCATG211009223257090
จ.นครพนม เชิญชวนประชาขนฉีดวัคซีน ย้ำมีเพียงพอ-ปลอดภัย,9/10/2021,ภาคตะวันออกเฉียงเหนือ,นครพนม,สวท.นครพนม,https://thainews.prd.go.th/th/news/detail/TCATG211009220617075
